Time,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,HV 450-A,PE-A
239,80892.805,71041.37,74624,26558.94,67017.05,25972,18330.9,4.25
239,80976.44,68174.92,77842,22867.77,65817.4,22770,12868.38,16.15
239.1,86544.96,73138.42,77549,29796.27,68122.4,28665,18695.46,114.75
239.4,93656.4,70722.516,86788,27634.951,66770.55,27124,15625.12,121.55
239.8,160679.23,117211.43,89840,52691.94,116584.03,29620,15658.44,91.8
239.9,72559.4,71347.695,66649,23177.46,66583.01,22813,17501.82,-59.5
240.2,102883.32,74463.125,90549,48043.8,71117.805,44273,686.98004,15606.851
240.3,102994.84,69868.64,96608,31323.33,67172.97,30560,108.78,-18.7
240.4,93123.28,71065.09,85878,26568.24,67924.484,25634,56.84,158.95
240.5,93098.12,70045.1,87105,29427.99,68329.24,28225,48.02,28.900002
240.7,85427.72,69620.37,80416,22415.791,65723.03,22352,13182.96,0
240.8,148153.64,73881.8,131418,63557.13,68641.11,60682,753.62,27688.75
240.9,73856.84,68438.06,70725,24965.85,66443.125,24625,105.840004,61.2
241,124007.52,72233.195,112510,74134.02,69459.98,69946,1346.52,52876.8
241.2,82685.28,69928.03,77492,36944.25,67247.484,36004,-17.64,-41.65
241.5,90760.96,71065.484,83699,28217.13,66868.125,27655,62.72,56.95
241.7,93547.6,70687.6,86730,34388.61,67927.3,33178,16103.36,13.6
241.7,77936.164,69487.7,73504,23048.19,66156.54,22832,16002.42,9.35
241.8,74343.72,71417.74,68221,23015.64,66502.94,22681,13358.38,-28.050001
242.2,70535.04,70391.12,65670,35821.742,68359.836,34342,80.36,-22.1
242.2,76339.52,70446.75,71018,25428.06,80326.484,20746,16.66,9.35
242.6,80600.4,76490.84,69057,31092.69,75534.36,26977,13483.82,3.4
242.8,131991.4,71649.63,120729,40037.43,77080.375,34041,20727.98,-5.1000004
242.8,81266.12,80508.164,66153,37433.43,96946.74,25305,178.36,69.700005
242.9,84936.08,70003.15,79516,21256.08,66947.25,20808,14172.761,-9.35
243,84912.28,69709.14,79829,20616.24,67229.23,20097,15207.641,-6.8
243.1,83539.36,71291.56,76795,29836.26,67792.84,28843,17286.22,-22.1
243.1,67587.92,71527.984,61926,18995.25,67751.86,18374,12547.92,71.4
243.1,89686.56,70728.73,83102,31743.69,67408.28,30862,140.14,9.35
243.2,123054.84,75320.09,107070,63832.41,70367.05,59450,267.54,25992.15
243.3,103081.2,74043.75,91237,51977.7,71244.445,47813,1018.22003,35821.55
243.5,67761.32,68978.04,64380,25561.98,65541.08,25560,116.62,57.800003
244.7,77702.92,71538.695,71183,34679.7,66816.664,34015,10249.82,56.95
244.9,84309.12,68869.75,80228,29407.53,65392.64,29472,51.940002,4.25
245,97891.44,74410.07,86217,24680.34,86287.05,18745,11216.101,31.45
245.1,96538.92,70150.18,90189,30713.25,67100.83,29997,167.58,29.75
245.2,80841.805,70252.85,75414,21313.74,67251.68,20770,13377,71.4
245.5,126217.52,72997.56,113316,50343.69,69355.79,47571,1007.44,23967.451
245.6,95723.6,74331.336,84397,49558.77,70317.26,46189,1230.88,26174.05
245.8,89609.72,70674.93,83094,26750.52,68593.87,25558,115.64,77.35
245.9,86055.36,76161.02,74050,31294.5,76842.125,26690,68.6,33.15
246.3,88072.92,71058.586,81228,31379.13,68339.18,30092,220.5,53.550003
246.3,84572.96,70949.484,78120,24458.07,67032.63,23912,118.58,122.4
246.5,74780.96,71749.44,68305,27289.92,68437.31,26133,76.44,54.4
246.8,90331.88,69730.62,84898,23591.31,66727.664,23170,15455.58,35.7
247.7,86170.96,70836.53,79723,31087.11,67561.76,30155,72.520004,71.4
247.8,82603,70608.33,76669,25181.61,67743.61,24361,19195.26,87.55
247.9,64465.36,70799.21,59673,22851.03,67735.55,22109,19650.96,19.550001
248.2,103549.04,68789.17,98652,19220.31,66463.81,18952,136.22,8.5
248.4,68331.84,74961.43,59740,24162.33,91236.61,17356,15097.88,16.15
248.9,82971.56,69905.836,77785,38029.56,68153.484,36569,21.560001,103.700005
248.9,104153.56,74372.22,91779,59069.88,71095.17,54451,1585.64,30998.65
248.9,65766.2,70013.875,61560,24417.15,67190.23,23816,17.64,72.25
249.2,73637.2,71075.55,67898,22439.041,67899.4,21658,15304.66,69.700005
249.3,82683.24,69069.75,78453,21696.9,65875.75,21585,14898.94,68.85
250.1,66013.72,71725.64,60317,28274.791,67155.31,27593,12521.46,41.65
250.2,85157.76,70134.695,79574,28382.67,68052.78,27333,78.4,62.9
250.2,82752.6,70932.35,76457,37048.41,68361.76,35517,78.4,-20.400002
250.3,66072.88,68267.71,63429,22960.77,66076.36,22773,71.54,2.5500002
250.5,125870.04,73798.91,111777,51492.242,70988.82,47537,853.58,39128.05
250.5,80104.68,69548.64,75483,28591.92,65981.195,28399,14881.3,55.25
250.7,93449,71109.13,86125,32085,67306.51,31241,22960.42,43.350002
250.7,76244.32,71158.47,70220,28976.01,67291.7,28220,0,11.05
250.9,74502.164,70820.445,68943,17534.22,71896.56,15983,13186.88,93.5
250.9,82581.24,70802.13,76439,24920.28,66359.58,24611,14819.561,45.9
251,75239.96,68986.19,71477,20123.34,65296.984,20197,7661.64,51
251.1,114971.68,76230.59,98842,54626.34,72000.164,49722,714.42004,42012.1
251.2,78228.56,70014.164,73225,23509.47,66614.06,23129,14853.86,52.7
251.8,81662.56,72289.89,74033,37705.92,67147.5,36801,19497.1,20.400002
251.9,78078.96,69377.17,73756,31015.5,66696.15,30476,20854.4,51.850002
252,118685.164,72973.98,106588,36588.06,69526.65,34488,1547.42,33.15
252.1,85057.805,70652.59,78898,34728.992,66151.23,34406,10354.681,23.800001
252.4,66110.28,70186.36,61730,19257.51,65547.945,19254,9378.601,18.7
252.7,72573.68,70885.27,67097,39004.2,69557.8,36749,160.72,51.850002
252.8,98579.6,69957.59,92349,37659.42,70352.836,35081,98.98,58.65
252.8,104868.24,68578.32,100216,30492.84,66206.555,30184,99.96,101.15
253.1,75280.08,68721.086,71791,17865.3,65987.734,17743,10979.92,69.700005
253.1,127920.92,75767.99,110646,54627.27,70002.2,51142,743.82,31265.55
253.3,91166.92,70441.6,84818,27688.89,75489.61,24038,99.96,77.35
253.3,76946.76,70490.97,71538,30989.46,72434.74,28038,80.36,13.6
253.4,78197.96,70674.945,72512,29879.97,68144.97,28736,76.44,50.15
253.8,77564.2,70397.3,72208,26718.9,66287.48,26416,18375,71.4
254.6,77863.4,70328.93,72557,27971.61,68449.555,26781,321.44,103.700005
254.8,94832.12,70142.63,88604,30161.76,67481.94,29292,14.700001,-0.85
254.9,104918.56,74565.06,92214,62085.87,69842.07,58258,1960,28997.75
254.9,98507.52,68981.69,93587,28712.82,66996.24,28087,99.96,-56.100002
255.1,82527.52,68732.914,78689,18214.05,65381.83,18257,14811.721,20.400002
255.1,81899.2,73026.11,73499,32574.18,68249.664,31279,-16.66,43.350002
255.5,87182.12,69979.76,81646,33084.75,67458.23,32142,18.62,38.25
255.6,62639.562,71299.61,57576,23926.11,66183.59,23692,15793.681,34
255.9,77692.04,72152.055,70568,23798.7,67623.64,23064,15182.16,10.200001
256,89891.24,69808.19,84390,23082.6,66717,22674,17433.22,107.950005
256.2,97291.68,69540.59,91689,30597,67869.52,29545,22.54,-25.5
257,85056.44,70068.86,79554,24153.03,66783.09,23702,14111.0205,75.65
257.1,86928.484,70712.41,80565,26813.76,66239.46,26529,40.18,5.9500003
257.2,80971,70612.31,75150,27756.78,66961.21,27166,17342.08,50.15
258.3,80097.88,71926.87,72981,29521.92,68392.25,28289,84.28,58.65
258.4,87505.805,69595.16,82402,24384.6,66041.37,24198,15287.0205,30.6
258.5,93359.92,70760.37,86467,38116.05,67115.55,37219,52.920002,32.3
258.6,125579.68,75535.67,108955,68430.33,70692.32,63439,696.78,16711.85
258.6,89787.2,71020.03,82854,25377.84,66788.3,24902,147,22.95
258.7,102384.88,69847.445,96065,33039.18,67392.57,32129,16.66,157.25
258.8,110169.52,73476.99,98263,67176.69,71609.68,61479,673.26,31290.201
258.9,83477.484,71019.59,77032,29144.34,68744.734,27784,51.940002,-7.65
259.1,124105.44,74986.15,108465,75170.97,70103.805,70273,1975.68,40069
259.3,143330.4,72223.38,130059,43826.25,68859.46,41711,1440.6,22717.951
259.3,87015.52,69112.14,82513,23601.541,66108.93,23397,167.58,28.050001
259.3,118540.32,77151.92,100693,51535.95,83203.01,40593,473.34,37131.402
259.4,83078.32,71235.77,76431,32768.55,70201.03,30591,147,-47.600002
259.7,105708.04,71928.09,96314,40712.61,67964.27,39258,53.9,75.65
259.7,101688.56,73767.86,90341,31742.76,86272.69,24113,105.840004,48.45
259.9,92000.6,70584.77,85420,39979.77,67535.67,38796,14914.62,3.4
260.8,84660,71434.914,77669,34285.38,66998.445,33537,18035.92,19.550001
261,78746.04,72898.46,70793,31355.88,68259.06,30105,13405.42,-31.45
261.2,115688.4,72339.47,104808,58497,70228.98,54588,1249.5,38012.85
261.3,78308.805,70708.81,72580,27682.38,66688.445,27204,18501.42,43.350002
261.5,80591.56,69707.26,75769,22659.45,66351.36,22381,10529.12,18.7
261.6,91320.6,70335.61,85089,34083.57,67628.48,33029,89.18,45.050003
261.6,83183.72,69301.445,78664,20089.86,66108.11,19916,14594.16,43.350002
261.6,83175.56,71396.68,76348,22881.72,66778.44,22456,15472.24,-29.75
262.5,140486.64,84731.57,108660,52660.32,88255.6,39104,126.420006,86.700005
262.5,85990.08,68952.83,81729,26863.05,65914,26709,63.7,30.6
262.5,100306.805,70764.914,92895,26669.61,68533.88,25503,88.200005,60.350002
262.8,84341.76,72747.43,75981,36359.28,69306.94,34381,106.82,15.3
262.8,78814.04,71416.914,72324,32221.71,67751.61,31168,82.32,48.45
262.9,126387.52,72654.12,114005,50161.41,68252.43,48165,1019.2,38178.6
263,107066.68,76875.375,91274,56799.75,75890.484,49050,690.9,26763.951
263.1,70235.84,70269.086,65505,22785,66552.47,22437,11679.641,24.650002
263.7,87195.72,68809.11,83048,18493.98,66755.984,18156,12365.641,90.100006
264,115532,74162.09,102094,53431.29,74367.6,47086,1429.8201,29765.3
264.1,81982.84,69607.04,77188,24310.2,65932.51,24164,15069.46,-31.45
264.1,80125.76,70575.805,74404,23440.65,67188.875,22864,15119.44,-39.100002
264.2,85235.96,70379.54,79370,29764.65,68200,28602,144.06,37.4
264.3,89788.56,71935.35,81801,36541.56,67609.26,35421,20900.46,-45.050003
264.3,86091.4,69990.64,80612,33292.14,66673.805,32724,-3.92,3.4
264.5,71630.52,69233.51,67805,21528.57,74567.74,18921,10189.061,-1.7
264.6,79553.2,72281.586,72129,31851.57,70901.96,29441,18149.6,44.2
264.9,94005.92,71799.69,85805,39714.72,67792.14,38393,-52.920002,-8.5
265,101333.6,75003.09,88543,38312.28,70246.87,35743,2439.22,29.75
265,133965.44,75866.375,115724,66797.25,75273.83,58156,773.22003,40896.902
265.5,99792.72,71029.23,92075,33304.23,67634.29,32271,106.82,90.950005
265.8,85310.76,70499.04,79305,25339.71,66001.484,25161,69.58,24.650002
265.9,70695.52,71529.4,64772,27917.67,67934.516,26932,110.740005,-32.3
266,69145.8,71933.76,62996,22957.98,66117.695,22756,11428.76,-23.800001
266,123069.125,72426.9,111360,42443.34,70177.79,39636,489.02002,8280.7
266.2,101054.805,72893.37,90855,50760.332,69829.945,47639,551.74,27293.5
266.3,86414.4,71838.625,78833,32271.93,68487.85,30881,224.42,144.5
266.6,76725.76,71238.51,70584,22954.26,66835.36,22508,182.28,38.25
266.6,103654.44,73505.65,92416,73505.34,70456.42,68372,1359.26,29687.951
266.7,67473.68,70398.73,62813,24235.8,65935.39,24089,12980.101,79.9
267.1,80082.92,73434.83,71469,39042.332,70454.01,36317,89.18,81.600006
267.1,100653.6,70788.586,93185,32702.52,68165.53,31441,140.14,79.05
267.2,61522.32,68300.695,59032,47528.582,67304.09,46280,110.740005,29.75
267.7,84209.164,70598.2,78171,27336.42,69119.94,25919,88.200005,99.450005
267.8,77503,69108.09,73497,17345.43,65012.87,17485,15478.12,-11.900001
268,122360.56,74573.35,107532,59709.72,70324.5,55644,901.60004,29752.55
268.7,70673.76,71064.13,65176,22515.3,67278.99,21932,13487.74,-0.85
269.1,109981.164,74576.305,96649,62378.82,69699.05,58653,986.86005,30206.451
269.2,88308.2,70381.086,82229,23248.14,66669.16,22853,18884.6,80.75
269.7,93747.52,70626.94,86990,31948.291,67388.586,31070,17225.46,95.200005
269.8,77514.56,71105.555,71443,35988.21,69134.5,34115,96.04,0.85
269.8,78917.4,70066.125,73815,23874.96,73572.65,21267,11115.16,108.8
270.1,146191.16,74324.96,128904,51412.26,70583.086,47736,1582.7001,340
270.4,77538.36,70255.14,72330,23840.55,67177.5,23258,114.66,-53.550003
270.5,96861.92,70338.1,90249,32353.77,66742.32,31769,373.38,26.35
270.6,67643,73302.664,60476,27649.83,68576.266,26424,-2.94,26.35
270.7,108232.88,73982.54,95876,44956.2,69487.01,42400,570.36,18875.951
270.9,90055.12,70564.25,83638,33432.57,68260.85,32098,-15.68,-44.2
271,76646.2,71479.59,70273,31359.6,68503.805,30001,113.68,52.7
271,93092,70651.266,86352,30253.83,67092.414,29552,-12.74,41.65
271.2,81841.4,70168.74,76438,19166.371,65743.086,19106,13518.12,-49.300003
